course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
learn html in 2 hours!,No Pago,0,5351,235,13,beginner level,1.5,2016-05-17T19:11:43Z,web development
laravel 4 try and enjoy php coding,Pago,20,2402,26,23,beginner level,2.0,2014-10-20T10:48:09Z,web development
wordpress beginner tutorial: build your first website,No Pago,0,6402,104,23,beginner level,1.5,2016-06-21T03:29:46Z,web development
build complex express sites with redis and socket io,Pago,125,223,26,27,intermediate level,3.5,2016-12-22T00:14:13Z,web development
building a aspnet mvc 5 membership website,Pago,95,654,86,239,intermediate level,25.5,2016-06-26T21:15:57Z,web development
drupal views: introduction to enhancing your drupal website,Pago,105,1262,36,40,beginner level,2.5,2015-05-07T19:49:34Z,web development
bootstrap bootcamp  responsive web development 8 projects,Pago,100,253,34,45,all levels,7.0,2016-12-12T00:23:57Z,web development
self advertise using powerpoint twitter and facebook on ios,Pago,20,1780,15,6,beginner level,0.6,2015-11-17T00:55:11Z,web development
learning bootstrap 3  tutorial from infinite skills,Pago,50,1266,90,50,all levels,3.0,2013-11-21T23:53:03Z,web development
practical web development: make websites quickly and easily,Pago,20,2389,7,20,all levels,2.0,2015-11-29T23:31:46Z,web development
learn animation using css3 javascript and html5,Pago,40,1468,54,18,all levels,2.5,2015-03-24T18:43:38Z,web development
creating interactive html5 video,Pago,25,838,13,23,intermediate level,2.0,2016-06-06T15:24:53Z,web development
optimizing wordpress for more speed and revenue,No Pago,0,2649,16,7,intermediate level,0.5833333333333334,2017-06-12T22:56:09Z,web development
javascript project learn to create a memory game and more,Pago,95,6000,21,25,beginner level,1.5,2015-10-02T17:26:20Z,web development
the complete javascript bootcamp,Pago,195,1839,91,47,all levels,5.0,2016-06-20T16:56:06Z,web development
javascript for absolute beginners,Pago,20,10689,394,17,beginner level,2.0,2014-01-21T03:56:12Z,web development
complete javascript course for beginners with easy examples,Pago,200,7449,91,32,all levels,4.0,2015-06-08T00:39:47Z,web development
angular 2 master class with alejandro rangel,Pago,30,4157,206,80,all levels,9.5,2016-03-01T00:07:14Z,web development
quick learning jquery web development,Pago,150,3388,67,39,intermediate level,3.0,2016-04-25T17:04:36Z,web development
google blogger course,Pago,60,1343,11,22,intermediate level,3.5,2017-05-05T16:32:38Z,web development
ajax in javascript and jquery with php  creating chat app,Pago,200,3399,85,15,all levels,1.5,2015-07-27T20:23:28Z,web development
php tutorial: learn php basic programming for beginners,Pago,20,2510,21,23,beginner level,1.5,2017-03-08T19:04:55Z,web development
mastering modern web development using react,Pago,195,1537,8,29,all levels,2.5,2017-03-13T21:46:44Z,web development
full stack javascript: learn backbonejs nodejs & mongodb,Pago,50,6134,93,15,beginner level,2.0,2016-04-17T20:13:31Z,web development
the essential web developer course  build 12 websites,Pago,200,9355,390,177,all levels,16.5,2015-11-02T17:41:42Z,web development
build powerful websites & blogs using wordpress  no coding,Pago,20,1024,14,26,beginner level,3.0,2016-04-04T17:54:52Z,web development
learn to build web apps using underscorejs : code like a pro,Pago,40,325,37,27,all levels,3.5,2015-11-18T17:58:36Z,web development
building web apps using flask and neo4j,Pago,50,166,21,37,all levels,2.5,2016-06-10T17:41:39Z,web development
learn web animation the easy way: an intro to svg and gsap,Pago,50,203,33,15,all levels,3.0,2015-10-02T17:23:24Z,web development
build your own membership website with joomla,Pago,95,1134,9,24,all levels,1.5,2014-12-03T17:10:58Z,web development
learn spring security 4 basics  hands on,Pago,95,216,28,16,beginner level,2.0,2016-09-19T14:44:43Z,web development
display and analyze gis data on the web with leafletjs,Pago,100,25,4,66,intermediate level,12.5,2017-06-15T21:17:43Z,web development
how to build a cms with php,Pago,50,1096,33,10,beginner level,1.0,2013-06-07T01:50:46Z,web development
responsive web design with html5 and css3  introduction,Pago,35,770,65,84,beginner level,8.0,2014-01-28T00:45:04Z,web development
master typescript : learn typescript from scratch,Pago,95,424,45,60,all levels,3.5,2015-10-16T20:21:09Z,web development
xsd :basics for beginners,Pago,35,755,0,7,all levels,0.7,2016-09-27T18:01:26Z,web development
angularjswebapi2efcodefirst web app on 3tier architecture,Pago,60,652,48,46,intermediate level,6.5,2017-01-16T21:52:59Z,web development
css positioning for absolute beginners: a basic introduction,Pago,65,4797,97,11,beginner level,1.0,2015-10-30T21:14:58Z,web development
creating user authentication system in codeigniter,Pago,200,2783,9,21,all levels,1.5,2016-12-22T12:44:26Z,web development
how to easily manage your wordpress website,Pago,20,8462,50,21,beginner level,2.0,2014-02-20T17:28:42Z,web development
wordpress for beginners: create a professional website,Pago,200,5129,183,35,beginner level,1.5,2015-06-07T18:57:30Z,web development
building a portfolio in 90 minutes ( html css js ) ,Pago,20,5272,111,24,all levels,2.0,2015-07-28T18:09:41Z,web development
automate web development with gulp js,Pago,20,2784,425,29,all levels,3.5,2014-08-23T20:11:57Z,web development
bootstrap 4 responsive web design and development,Pago,20,3086,17,73,beginner level,7.5,2017-06-20T16:24:37Z,web development
intro to html & css: web development for beginners,Pago,20,6008,203,35,beginner level,4.0,2015-01-24T18:32:40Z,web development
become exceptional in html and html5,Pago,20,16486,86,34,all levels,6.5,2014-03-21T08:58:42Z,web development
become a rockstar web developer  learn by coding,Pago,200,2076,125,56,all levels,11.0,2016-03-22T16:51:16Z,web development
spring 4 mastercourse: covers annotation & xml configuration,Pago,200,1353,53,320,intermediate level,23.5,2016-11-01T22:08:04Z,web development
wordpress plugin development for 2017  build 14 plugins,Pago,50,3770,108,72,all levels,7.0,2015-08-11T20:52:21Z,web development
single page application of mvc 5 using angularjs,Pago,20,722,53,18,intermediate level,1.5,2015-08-16T18:37:02Z,web development
learn to code in html5 css3 and javascript,Pago,20,1404,7,17,beginner level,2.5,2014-11-13T20:52:11Z,web development
web application development  learn by building 3 web apps,Pago,30,1688,16,29,beginner level,1.5,2014-06-23T08:06:43Z,web development
rails ecommerce app with html template from themeforest,Pago,25,214,34,24,intermediate level,2.0,2016-05-27T18:13:20Z,web development
writing css with {less}  tutorial from infinite skills,Pago,50,788,21,25,all levels,2.0,2013-11-01T18:13:28Z,web development
login and registration from scratch with php and mysql,Pago,20,1128,77,36,intermediate level,2.0,2012-10-24T09:54:08Z,web development
getting started with magento,Pago,85,608,88,48,all levels,3.5,2014-11-21T09:09:23Z,web development
ruby on rails foundations,Pago,20,359,45,73,all levels,6.5,2015-11-16T17:28:36Z,web development
core concepts in html 5,Pago,75,1532,19,23,beginner level,2.0,2014-07-30T22:16:40Z,web development
learn azure cloud step by step,Pago,20,791,29,24,intermediate level,2.5,2016-02-08T17:29:35Z,web development
learn facebook flux architecture for web applications,Pago,40,395,26,36,all levels,6.5,2015-11-05T21:16:07Z,web development
create free fast and secure static website,Pago,50,322,9,9,beginner level,0.5166666666666666,2016-07-21T15:30:23Z,web development
object orientation in php,Pago,20,151,40,30,beginner level,5.0,2016-02-29T22:40:52Z,web development
creating custom web maps,Pago,50,208,48,29,intermediate level,2.0,2016-06-10T17:26:48Z,web development
build a youtube downloader with c# and github,Pago,20,385,39,32,intermediate level,2.5,2015-11-10T21:57:19Z,web development
querying microsoft sql server 2012  (exam no 70461),Pago,85,666,89,115,all levels,6.5,2015-03-12T21:20:41Z,web development
http clients with laravel: use and consume services and apis,Pago,65,237,22,52,intermediate level,3.5,2016-07-18T19:09:21Z,web development
modern ecommerce store in php & mysqli with bootstrap,Pago,50,240,45,358,all levels,66.5,2016-12-09T16:18:49Z,web development
simple and easy: wordpress for beginners,No Pago,0,5014,196,32,beginner level,3.0,2015-08-09T23:12:40Z,web development
create website from scratch in urdu & hindi,No Pago,0,3033,91,9,intermediate level,1.0,2016-06-05T15:48:54Z,web development
advance unix : file processing: awk | grep | vim,Pago,20,458,2,12,all levels,1.0,2017-05-03T18:11:54Z,web development
introduction to nodejs development,Pago,55,1779,48,16,expert level,1.0,2014-08-28T03:28:55Z,web development
advance javascript for coders: learn oop in javascript,Pago,40,334,41,54,intermediate level,11.5,2016-05-13T18:28:07Z,web development
web development with google maps,Pago,50,222,9,60,beginner level,8.5,2017-01-03T15:44:32Z,web development
jquery ui ultimate:design amazing interfaces using jquery ui,Pago,145,422,86,69,all levels,12.5,2016-06-08T19:47:11Z,web development
learn spring security 4 intermediate  hands on,Pago,95,227,16,20,intermediate level,2.0,2016-10-03T16:16:36Z,web development
learning path: the road to elasticsearch,Pago,200,50,5,60,beginner level,5.0,2017-05-29T17:56:24Z,web development
html/css bootcamp,Pago,40,194,26,87,beginner level,10.0,2016-10-18T15:11:13Z,web development
javascript high performance,Pago,95,458,28,40,all levels,4.5,2015-06-12T20:39:37Z,web development
node:js : building rest apis with sailsjs,Pago,100,61,9,44,beginner level,2.0,2017-04-27T16:49:06Z,web development
fundamentals of angular 2 full stack design,Pago,95,314,43,49,beginner level,6.5,2016-04-21T15:10:14Z,web development
create newsletter subscription form with php/ajax in 40 min,Pago,50,586,10,17,all levels,0.6333333333333333,2015-11-11T20:51:09Z,web development
appml :basics for beginners,Pago,30,770,0,8,all levels,0.6333333333333333,2016-09-27T18:41:31Z,web development
how to manage your own vps and create websites,Pago,120,735,16,30,all levels,1.5,2015-09-17T17:37:57Z,web development
learn buddypress: build a social network with wordpress,Pago,20,1299,15,23,all levels,1.0,2015-01-29T05:32:25Z,web development
html for beginners,Pago,20,791,8,16,all levels,1.0,2014-01-19T17:33:55Z,web development
xml xquery  crash course for beginners,Pago,45,426,4,10,all levels,1.0,2017-02-19T22:52:36Z,web development
simplified cross browser web testing using virtualbox,Pago,20,796,3,18,beginner level,1.0,2016-09-13T00:45:39Z,web development
javascript and jquery basics: start the journey,Pago,25,1316,22,45,all levels,5.0,2015-09-21T00:53:26Z,web development
how to install wordpress from scratch,No Pago,0,8415,56,13,beginner level,1.0,2014-07-19T23:03:39Z,web development
css :basics for beginners,Pago,30,1085,8,13,all levels,0.5333333333333333,2016-08-29T14:34:31Z,web development
wordpress development  themes plugins & single page apps,Pago,150,817,164,131,intermediate level,19.5,2016-03-02T06:26:16Z,web development
learn effective html in no time!,Pago,40,1275,11,18,all levels,1.0,2015-10-12T21:38:50Z,web development
html5 geolocation in depth:build 7 html5 geolocation apps,Pago,90,1526,72,86,all levels,6.5,2015-05-26T00:00:59Z,web development
building a search engine in php & mysql,No Pago,0,10110,379,12,all levels,2.5,2014-02-03T18:07:52Z,web development
create a search engine for your website!,Pago,20,1832,6,12,intermediate level,1.5,2014-07-17T18:28:04Z,web development
learn basics of html in 30 minutes,Pago,20,945,17,11,beginner level,0.55,2016-09-02T16:37:09Z,web development
javascript from scratch for very beginners,Pago,30,1272,31,29,beginner level,5.0,2014-12-22T10:08:19Z,web development
learn web development by creating a social network,Pago,200,442,48,80,beginner level,6.5,2015-12-30T16:53:44Z,web development
css image filters  the modern web images color manipulation,No Pago,0,6315,53,16,all levels,1.5,2014-12-10T19:43:40Z,web development
building responsive websites with bootstrap 3 framework,Pago,75,1322,14,27,intermediate level,3.0,2015-07-22T22:54:03Z,web development
create a membership site with wishlist member & wordpress,Pago,95,557,39,28,all levels,2.5,2015-03-31T00:48:23Z,web development
convert html websites into php: learn by doing in 40 minutes,Pago,50,540,13,15,all levels,0.6,2015-11-12T17:53:12Z,web development
17 complete javascript   projects explained step by step,Pago,185,327,26,106,beginner level,9.5,2016-10-26T14:03:38Z,web development
mastering unix : awk commands,Pago,20,358,0,23,all levels,2.0,2017-05-03T22:21:05Z,web development
cakephp:creating a crud application,Pago,40,803,2,7,all levels,0.5166666666666666,2016-11-22T17:55:42Z,web development
html and css: a guide to web design,Pago,25,1557,13,74,all levels,14.0,2015-06-02T22:41:13Z,web development
drupal 8 site building,No Pago,0,1942,23,48,all levels,4.5,2017-05-02T05:15:52Z,web development
learn bootstrap 4 the most popular html5 css3 & js framework,Pago,200,279,37,119,all levels,10.0,2017-04-25T00:57:35Z,web development
essentials of spring 50 for developers,Pago,125,34,2,21,expert level,1.5,2017-06-11T18:34:40Z,web development
the extreme web development course  for beginners,Pago,200,1420,62,152,all levels,5.5,2016-09-04T20:51:08Z,web development
jquery dom and ajax concept explained for beginners,Pago,35,1812,112,7,all levels,0.6166666666666667,2016-04-27T15:26:57Z,web development
html forms for beginners: a basic introduction  ,Pago,45,2472,41,8,beginner level,1.0,2015-11-05T17:49:01Z,web development
ultimate javascript objects,Pago,20,1525,43,65,all levels,2.5,2016-07-07T21:00:57Z,web development
the complete web developer course  build 20 websites,Pago,20,2650,61,304,all levels,15.5,2015-03-26T22:11:15Z,web development
simple javascript: learn by doing beginners welcome!,Pago,25,2753,10,18,all levels,2.0,2015-09-07T17:55:11Z,web development
